"County","DeathCount","Gender","Race_Ethnicity","LocationID","LatLong"
"Marion County",561.1,"Male","Black",48315,"(32.799676, -94.36013)"
"Martin County",NA,"Male","Black",48317,"(32.306634, -101.952)"
"Mason County",NA,"Male","Black",48319,"(30.722288, -99.224221)"
"Matagorda County",537.3,"Male","Black",48321,"(28.870504, -95.987045)"
"Maverick County",NA,"Male","Black",48323,"(28.741641, -100.315886)"
"Medina County",515.8,"Male","Black",48325,"(29.357539, -99.11094)"
"Menard County",NA,"Male","Black",48327,"(30.893596, -99.820244)"
"Milam County",687.7,"Male","Black",48331,"(30.796601, -96.980023)"
"Mills County",NA,"Male","Black",48333,"(31.50143, -98.592878)"
"Montague County",NA,"Male","Black",48337,"(33.677183, -97.721643)"
"Montgomery County",558.1,"Male","Black",48339,"(30.305575, -95.50759)"
"Moore County",567.6,"Male","Black",48341,"(35.840361, -101.892621)"
"Morris County",566.2,"Male","Black",48343,"(33.124358, -94.735835)"
"Motley County",NA,"Male","Black",48345,"(34.077396, -100.784437)"
"Nacogdoches County",617.9,"Male","Black",48347,"(31.619589, -94.617305)"
"Navarro County",674.3,"Male","Black",48349,"(32.056032, -96.470082)"
"Newton County",733.6,"Male","Black",48351,"(30.785381, -93.743083)"
"Nolan County",419.4,"Male","Black",48353,"(32.303967, -100.410557)"
"Nueces County",517.1,"Male","Black",48355,"(27.726025, -97.635938)"
"Ochiltree County",NA,"Male","Black",48357,"(36.272365, -100.815124)"
"Oldham County",493.6,"Male","Black",48359,"(35.401172, -102.591559)"
"Orange County",616.3,"Male","Black",48361,"(30.127906, -93.895247)"
"Palo Pinto County",NA,"Male","Black",48363,"(32.756222, -98.306908)"
"Panola County",532.5,"Male","Black",48365,"(32.160728, -94.303631)"
"Parker County",429.6,"Male","Black",48367,"(32.779165, -97.799359)"
"Parmer County",NA,"Male","Black",48369,"(34.528624, -102.773467)"
"Pecos County",NA,"Male","Black",48371,"(30.786084, -102.731631)"
"Polk County",532.4,"Male","Black",48373,"(30.794672, -94.830263)"
"Potter County",540.8,"Male","Black",48375,"(35.405302, -101.891389)"
"Presidio County",NA,"Male","Black",48377,"(30.000968, -104.235765)"
"Rains County",710,"Male","Black",48379,"(32.873701, -95.786222)"
"Randall County",504.1,"Male","Black",48381,"(34.965684, -101.897576)"
"Reagan County",392,"Male","Black",48383,"(31.370691, -101.522099)"
"Real County",NA,"Male","Black",48385,"(29.838543, -99.830097)"
"Red River County",675,"Male","Black",48387,"(33.627931, -95.045537)"
"Reeves County",NA,"Male","Black",48389,"(31.328736, -103.692762)"
"Refugio County",186.8,"Male","Black",48391,"(28.32063, -97.160159)"
"Robertson County",654,"Male","Black",48395,"(31.034375, -96.513682)"
"Rockwall County",588.6,"Male","Black",48397,"(32.905425, -96.406299)"
"Runnels County",322.9,"Male","Black",48399,"(31.834649, -99.975376)"
"Rusk County",602.4,"Male","Black",48401,"(32.110433, -94.765421)"
"Sabine County",734.2,"Male","Black",48403,"(31.345641, -93.850026)"
"San Augustine County",641.3,"Male","Black",48405,"(31.399034, -94.170321)"
"San Jacinto County",524.1,"Male","Black",48407,"(30.583279, -95.168748)"
"San Patricio County",204.3,"Male","Black",48409,"(28.003671, -97.511283)"
"San Saba County",NA,"Male","Black",48411,"(31.158407, -98.817279)"
"Schleicher County",NA,"Male","Black",48413,"(30.892459, -100.537075)"
"Shackelford County",NA,"Male","Black",48417,"(32.739298, -99.355198)"
"Shelby County",635.8,"Male","Black",48419,"(31.794184, -94.142352)"
"Sherman County",NA,"Male","Black",48421,"(36.272059, -101.893541)"
"Smith County",613.9,"Male","Black",48423,"(32.377685, -95.270483)"
"Starr County",NA,"Male","Black",48427,"(26.565759, -98.749657)"
"Stephens County",NA,"Male","Black",48429,"(32.737809, -98.833384)"
"Stonewall County",NA,"Male","Black",48433,"(33.175961, -100.255465)"
"Sutton County",NA,"Male","Black",48435,"(30.493286, -100.538026)"
"Tarrant County",473.2,"Male","Black",48439,"(32.776215, -97.286653)"
"Taylor County",350.5,"Male","Black",48441,"(32.301345, -99.892274)"
"Terrell County",NA,"Male","Black",48443,"(30.233267, -102.079592)"
"Terry County",617.4,"Male","Black",48445,"(33.170742, -102.331846)"
"Throckmorton County",NA,"Male","Black",48447,"(33.178779, -99.208866)"
"Titus County",556.8,"Male","Black",48449,"(33.221409, -94.964483)"
"Tom Green County",NA,"Male","Black",48451,"(31.407797, -100.464066)"
"Travis County",499.6,"Male","Black",48453,"(30.334783, -97.788007)"
"Trinity County",573.9,"Male","Black",48455,"(31.092163, -95.136108)"
"Tyler County",514.5,"Male","Black",48457,"(30.770293, -94.374849)"
"Upshur County",584.9,"Male","Black",48459,"(32.741323, -94.944141)"
"Upton County",520.8,"Male","Black",48461,"(31.371874, -102.037382)"
"Uvalde County",NA,"Male","Black",48463,"(29.359795, -99.763448)"
"Val Verde County",NA,"Male","Black",48465,"(29.893424, -101.148194)"
"Van Zandt County",681.8,"Male","Black",48467,"(32.569053, -95.835594)"
"Victoria County",504.1,"Male","Black",48469,"(28.795155, -96.973428)"
"Walker County",400.7,"Male","Black",48471,"(30.747205, -95.574661)"
"Waller County",544.7,"Male","Black",48473,"(30.012818, -95.994394)"
"Ward County",666.6,"Male","Black",48475,"(31.514446, -103.100004)"
"Washington County",425.1,"Male","Black",48477,"(30.220468, -96.406738)"
"Webb County",NA,"Male","Black",48479,"(27.762264, -99.337447)"
"Wharton County",499.1,"Male","Black",48481,"(29.277618, -96.231817)"
"Wichita County",476.1,"Male","Black",48485,"(33.985825, -98.702083)"
"Wilbarger County",470.4,"Male","Black",48487,"(34.078681, -99.241511)"
"Willacy County",NA,"Male","Black",48489,"(26.471276, -97.682383)"
"Williamson County",271.5,"Male","Black",48491,"(30.65376, -97.600993)"
"Wilson County",536.1,"Male","Black",48493,"(29.176604, -98.093519)"
"Winkler County",670,"Male","Black",48495,"(31.850587, -103.053204)"
"Wise County",NA,"Male","Black",48497,"(33.218652, -97.652229)"
"Wood County",656,"Male","Black",48499,"(32.790863, -95.380149)"
"Yoakum County",NA,"Male","Black",48501,"(33.165632, -102.816631)"
"Young County",NA,"Male","Black",48503,"(33.176675, -98.684821)"
"Zapata County",NA,"Male","Black",48505,"(27.000684, -99.174828)"
"Zavala County",NA,"Male","Black",48507,"(28.866334, -99.76174)"
"Anderson County",464.5,"Female","Black",48001,"(31.818582, -95.653925)"
"Andrews County",478.9,"Female","Black",48003,"(32.302021, -102.632247)"
"Angelina County",430.5,"Female","Black",48005,"(31.258117, -94.613734)"
"Aransas County",NA,"Female","Black",48007,"(28.120937, -96.991962)"
"Archer County",358.4,"Female","Black",48009,"(33.617932, -98.683651)"
"Armstrong County",447.2,"Female","Black",48011,"(34.965465, -101.357628)"
"Atascosa County",315.5,"Female","Black",48013,"(28.888644, -98.530393)"
"Austin County",528.9,"Female","Black",48015,"(29.88676, -96.2835)"
"Bailey County",NA,"Female","Black",48017,"(34.067759, -102.819187)"
"Bandera County",314.5,"Female","Black",48019,"(29.754297, -99.258457)"
"Bastrop County",282,"Female","Black",48021,"(30.105996, -97.319446)"
"Baylor County",353,"Female","Black",48023,"(33.615467, -99.209649)"
"Bee County",NA,"Female","Black",48025,"(28.411146, -97.743253)"
"Bell County",342.8,"Female","Black",48027,"(31.045863, -97.482712)"
"Bexar County",313.3,"Female","Black",48029,"(29.453009, -98.524606)"
"Blanco County",NA,"Female","Black",48031,"(30.272461, -98.397174)"
"Borden County",NA,"Female","Black",48033,"(32.73961, -101.432429)"
"Bosque County",380.5,"Female","Black",48035,"(31.905356, -97.634677)"
"Bowie County",523.3,"Female","Black",48037,"(33.448664, -94.416258)"
"Brazoria County",260.8,"Female","Black",48039,"(29.192432, -95.462105)"
"Brazos County",440.2,"Female","Black",48041,"(30.670047, -96.301543)"
"Brewster County",NA,"Female","Black",48043,"(29.81452, -103.250155)"
"Briscoe County",NA,"Female","Black",48045,"(34.529564, -101.208094)"
"Brooks County",NA,"Female","Black",48047,"(27.037142, -98.227611)"
"Brown County",NA,"Female","Black",48049,"(31.777174, -98.999606)"
"Burleson County",421.9,"Female","Black",48051,"(30.499639, -96.621876)"
"Burnet County",280.5,"Female","Black",48053,"(30.797542, -98.182888)"
"Caldwell County",291.6,"Female","Black",48055,"(29.840307, -97.629289)"
"Calhoun County",433.2,"Female","Black",48057,"(28.470103, -96.645264)"
"Callahan County",464.4,"Female","Black",48059,"(32.303606, -99.373446)"
"Cameron County",NA,"Female","Black",48061,"(26.133588, -97.544803)"
"Camp County",388.5,"Female","Black",48063,"(32.981536, -94.975645)"
"Carson County",468.5,"Female","Black",48065,"(35.403924, -101.35697)"
"Cass County",335.2,"Female","Black",48067,"(33.080237, -94.34325)"
"Castro County",NA,"Female","Black",48069,"(34.530548, -102.257559)"
"Chambers County",361.1,"Female","Black",48071,"(29.745536, -94.609789)"
"Cherokee County",420.5,"Female","Black",48073,"(31.84112, -95.168269)"
"Childress County",NA,"Female","Black",48075,"(34.529714, -100.208556)"
"Clay County",381,"Female","Black",48077,"(33.784654, -98.205065)"
"Cochran County",NA,"Female","Black",48079,"(33.601838, -102.818093)"
"Coke County",NA,"Female","Black",48081,"(31.89263, -100.527805)"
"Coleman County",438.8,"Female","Black",48083,"(31.776377, -99.45247)"
"Collin County",219.8,"Female","Black",48085,"(33.190918, -96.565087)"
"Collingsworth County",NA,"Female","Black",48087,"(34.963311, -100.268348)"
"Colorado County",528.8,"Female","Black",48089,"(29.621338, -96.533325)"
"Comal County",256.8,"Female","Black",48091,"(29.812207, -98.289011)"
"Comanche County",NA,"Female","Black",48093,"(31.95219, -98.561002)"
"Concho County",NA,"Female","Black",48095,"(31.329231, -99.863384)"
"Cooke County",217.8,"Female","Black",48097,"(33.641809, -97.204001)"
"Coryell County",308,"Female","Black",48099,"(31.395079, -97.800221)"
"Cottle County",NA,"Female","Black",48101,"(34.081151, -100.284343)"
"Crane County",512.7,"Female","Black",48103,"(31.43088, -102.511613)"
"Crockett County",NA,"Female","Black",48105,"(30.727957, -101.413014)"
"Crosby County",524.3,"Female","Black",48107,"(33.612984, -101.303773)"
"Culberson County",NA,"Female","Black",48109,"(31.457503, -104.516424)"
"Dallam County",NA,"Female","Black",48111,"(36.272944, -102.596539)"
"Dallas County",352,"Female","Black",48113,"(32.773775, -96.773226)"
"Dawson County",NA,"Female","Black",48115,"(32.739263, -101.945821)"
"Deaf Smith County",NA,"Female","Black",48117,"(34.964992, -102.595958)"
"Delta County",476.8,"Female","Black",48119,"(33.388888, -95.66343)"
"Denton County",211.8,"Female","Black",48121,"(33.209951, -97.11254)"
"DeWitt County",389.4,"Female","Black",48123,"(29.085185, -97.361764)"
"Dickens County",NA,"Female","Black",48125,"(33.613871, -100.782481)"
"Dimmit County",NA,"Female","Black",48127,"(28.422438, -99.751303)"
"Donley County",NA,"Female","Black",48129,"(34.964522, -100.813885)"
"Duval County",NA,"Female","Black",48131,"(27.686159, -98.514196)"
"Eastland County",NA,"Female","Black",48133,"(32.332842, -98.832027)"
"Ector County",512,"Female","Black",48135,"(31.869514, -102.545049)"
"Edwards County",NA,"Female","Black",48137,"(29.981162, -100.305712)"
"Ellis County",347.9,"Female","Black",48139,"(32.359899, -96.79456)"
"El Paso County",205.3,"Female","Black",48141,"(31.775248, -106.244989)"
"Erath County",NA,"Female","Black",48143,"(32.240439, -98.21503)"
"Falls County",370.3,"Female","Black",48145,"(31.258898, -96.935139)"
"Fannin County",314.2,"Female","Black",48147,"(33.596707, -96.101851)"
"Fayette County",388.3,"Female","Black",48149,"(29.883069, -96.927656)"
"Fisher County",501.3,"Female","Black",48151,"(32.740514, -100.404855)"
"Floyd County",515.4,"Female","Black",48153,"(34.072796, -101.305009)"
"Foard County",NA,"Female","Black",48155,"(33.973911, -99.781641)"
"Fort Bend County",247.1,"Female","Black",48157,"(29.53311, -95.773761)"
"Franklin County",410.6,"Female","Black",48159,"(33.183302, -95.215584)"
"Freestone County",405.8,"Female","Black",48161,"(31.711473, -96.149515)"
"Frio County",NA,"Female","Black",48163,"(28.865095, -99.110262)"
"Gaines County",NA,"Female","Black",48165,"(32.735901, -102.629158)"
"Galveston County",333,"Female","Black",48167,"(29.406798, -94.955315)"
"Garza County",522,"Female","Black",48169,"(33.172933, -101.302538)"
"Gillespie County",NA,"Female","Black",48171,"(30.324468, -98.949262)"
"Glasscock County",580.5,"Female","Black",48173,"(31.871895, -101.521498)"
"Goliad County",318.9,"Female","Black",48175,"(28.653769, -97.427707)"
"Gonzales County",403.5,"Female","Black",48177,"(29.460268, -97.498962)"
"Gray County",NA,"Female","Black",48179,"(35.403598, -100.813885)"
"Grayson County",253.2,"Female","Black",48181,"(33.629885, -96.670432)"
"Gregg County",393.3,"Female","Black",48183,"(32.47925, -94.816827)"
"Grimes County",392.2,"Female","Black",48185,"(30.550013, -95.987077)"
"Guadalupe County",263.1,"Female","Black",48187,"(29.586354, -97.955007)"
"Hale County",499.7,"Female","Black",48189,"(34.07355, -101.824583)"
"Hall County",NA,"Female","Black",48191,"(34.530892, -100.682762)"
"Hansford County",NA,"Female","Black",48195,"(36.272685, -101.354268)"
"Hardeman County",NA,"Female","Black",48197,"(34.291164, -99.747749)"
"Hardin County",443.3,"Female","Black",48199,"(30.332636, -94.390874)"
"Harris County",356.7,"Female","Black",48201,"(29.861852, -95.396028)"
"Harrison County",335.1,"Female","Black",48203,"(32.546804, -94.369614)"
"Hartley County",493.4,"Female","Black",48205,"(35.839507, -102.595685)"
"Haskell County",NA,"Female","Black",48207,"(33.178429, -99.728483)"
"Hays County",228.8,"Female","Black",48209,"(30.053491, -98.039671)"
"Hemphill County",NA,"Female","Black",48211,"(35.839372, -100.269797)"
"Henderson County",421.3,"Female","Black",48213,"(32.217069, -95.849923)"
"Hidalgo County",NA,"Female","Black",48215,"(26.401894, -98.191207)"
"Hill County",347.2,"Female","Black",48217,"(31.999269, -97.132724)"
"Hockley County",527.9,"Female","Black",48219,"(33.611216, -102.338)"
"Hood County",NA,"Female","Black",48221,"(32.432427, -97.829824)"
"Hopkins County",422.4,"Female","Black",48223,"(33.153071, -95.561345)"
"Houston County",349.2,"Female","Black",48225,"(31.324204, -95.42149)"
"Howard County",NA,"Female","Black",48227,"(32.30616, -101.435127)"
"Hudspeth County",206.7,"Female","Black",48229,"(31.458315, -105.390813)"
"Hunt County",465.5,"Female","Black",48231,"(33.127424, -96.078751)"
"Hutchinson County",549.3,"Female","Black",48233,"(35.841282, -101.353978)"
"Irion County",NA,"Female","Black",48235,"(31.307685, -100.981592)"
"Jack County",NA,"Female","Black",48237,"(33.235266, -98.170181)"
"Jackson County",440.3,"Female","Black",48239,"(28.947688, -96.577005)"
"Jasper County",444.7,"Female","Black",48241,"(30.747838, -94.023567)"
"Jeff Davis County",NA,"Female","Black",48243,"(30.716808, -104.142495)"
"Jefferson County",430.4,"Female","Black",48245,"(29.884669, -94.176312)"
"Jim Hogg County",NA,"Female","Black",48247,"(27.049069, -98.707777)"
"Jim Wells County",240.8,"Female","Black",48249,"(27.731824, -98.095607)"
"Johnson County",310,"Female","Black",48251,"(32.383983, -97.366658)"
"Jones County",486.3,"Female","Black",48253,"(32.740283, -99.881124)"
"Kaufman County",358.3,"Female","Black",48257,"(32.605661, -96.286922)"
"Kendall County",308.3,"Female","Black",48259,"(29.94735, -98.719345)"
"Kenedy County",NA,"Female","Black",48261,"(26.92722, -97.729018)"
"Kent County",NA,"Female","Black",48263,"(33.173248, -100.783289)"
"Kerr County",NA,"Female","Black",48265,"(30.067209, -99.352759)"
"Kimble County",NA,"Female","Black",48267,"(30.48811, -99.749908)"
"King County",NA,"Female","Black",48269,"(33.616046, -100.259276)"
"Kinney County",NA,"Female","Black",48271,"(29.348653, -100.420371)"
"Kleberg County",239.7,"Female","Black",48273,"(27.43916, -97.733262)"
"Knox County",NA,"Female","Black",48275,"(33.60522, -99.74123)"
"Lamar County",469,"Female","Black",48277,"(33.671811, -95.56629)"
"Lamb County",521.8,"Female","Black",48279,"(34.071557, -102.347073)"
"Lampasas County",326.1,"Female","Black",48281,"(31.201367, -98.244976)"
"La Salle County",NA,"Female","Black",48283,"(28.343008, -99.100944)"
"Lavaca County",511,"Female","Black",48285,"(29.386516, -96.935619)"
"Lee County",283.8,"Female","Black",48287,"(30.318842, -96.972498)"
"Leon County",414.9,"Female","Black",48289,"(31.302035, -95.994996)"
"Liberty County",372.8,"Female","Black",48291,"(30.155052, -94.81795)"
"Limestone County",375.4,"Female","Black",48293,"(31.55385, -96.581945)"
"Lipscomb County",NA,"Female","Black",48295,"(36.274267, -100.272783)"
"Live Oak County",NA,"Female","Black",48297,"(28.35048, -98.129854)"
"Llano County",NA,"Female","Black",48299,"(30.710191, -98.681978)"
"Loving County",NA,"Female","Black",48301,"(31.856645, -103.584539)"
"Lubbock County",512.3,"Female","Black",48303,"(33.613697, -101.820878)"
"Lynn County",509.5,"Female","Black",48305,"(33.172235, -101.817157)"
"McCulloch County",NA,"Female","Black",48307,"(31.200207, -99.34505)"
"McLennan County",361.9,"Female","Black",48309,"(31.557737, -97.200857)"
"McMullen County",NA,"Female","Black",48311,"(28.349934, -98.573623)"
"Madison County",382.6,"Female","Black",48313,"(30.973659, -95.926008)"
"Marion County",318,"Female","Black",48315,"(32.799676, -94.36013)"
"Martin County",541.6,"Female","Black",48317,"(32.306634, -101.952)"
"Mason County",NA,"Female","Black",48319,"(30.722288, -99.224221)"
"Matagorda County",349.1,"Female","Black",48321,"(28.870504, -95.987045)"
"Maverick County",NA,"Female","Black",48323,"(28.741641, -100.315886)"
"Medina County",314.4,"Female","Black",48325,"(29.357539, -99.11094)"
"Menard County",NA,"Female","Black",48327,"(30.893596, -99.820244)"
"Midland County",509,"Female","Black",48329,"(31.870648, -102.032206)"
"Milam County",360.8,"Female","Black",48331,"(30.796601, -96.980023)"
"Mills County",NA,"Female","Black",48333,"(31.50143, -98.592878)"
"Mitchell County",NA,"Female","Black",48335,"(32.306972, -100.919542)"
"Montague County",NA,"Female","Black",48337,"(33.677183, -97.721643)"
"Montgomery County",360.9,"Female","Black",48339,"(30.305575, -95.50759)"
"Moore County",542.3,"Female","Black",48341,"(35.840361, -101.892621)"
"Morris County",475,"Female","Black",48343,"(33.124358, -94.735835)"
"Motley County",NA,"Female","Black",48345,"(34.077396, -100.784437)"
"Nacogdoches County",403.6,"Female","Black",48347,"(31.619589, -94.617305)"
"Navarro County",367.6,"Female","Black",48349,"(32.056032, -96.470082)"
"Newton County",494.6,"Female","Black",48351,"(30.785381, -93.743083)"
"Nolan County",491.3,"Female","Black",48353,"(32.303967, -100.410557)"
"Nueces County",242.3,"Female","Black",48355,"(27.726025, -97.635938)"
"Ochiltree County",NA,"Female","Black",48357,"(36.272365, -100.815124)"
"Oldham County",398.5,"Female","Black",48359,"(35.401172, -102.591559)"
"Orange County",461.5,"Female","Black",48361,"(30.127906, -93.895247)"
"Palo Pinto County",NA,"Female","Black",48363,"(32.756222, -98.306908)"
"Panola County",335.7,"Female","Black",48365,"(32.160728, -94.303631)"
"Parker County",293.4,"Female","Black",48367,"(32.779165, -97.799359)"
"Parmer County",NA,"Female","Black",48369,"(34.528624, -102.773467)"
"Pecos County",NA,"Female","Black",48371,"(30.786084, -102.731631)"
"Polk County",433.5,"Female","Black",48373,"(30.794672, -94.830263)"
"Potter County",503.6,"Female","Black",48375,"(35.405302, -101.891389)"
"Presidio County",NA,"Female","Black",48377,"(30.000968, -104.235765)"
"Rains County",458.5,"Female","Black",48379,"(32.873701, -95.786222)"
"Randall County",378.4,"Female","Black",48381,"(34.965684, -101.897576)"
"Reagan County",439.7,"Female","Black",48383,"(31.370691, -101.522099)"
"Real County",NA,"Female","Black",48385,"(29.838543, -99.830097)"
"Red River County",501.6,"Female","Black",48387,"(33.627931, -95.045537)"
"Reeves County",NA,"Female","Black",48389,"(31.328736, -103.692762)"
"Refugio County",369.7,"Female","Black",48391,"(28.32063, -97.160159)"
"Roberts County",NA,"Female","Black",48393,"(35.841866, -100.815135)"
"Robertson County",444.6,"Female","Black",48395,"(31.034375, -96.513682)"
"Rockwall County",295.5,"Female","Black",48397,"(32.905425, -96.406299)"
"Runnels County",393.7,"Female","Black",48399,"(31.834649, -99.975376)"
"Rusk County",399.3,"Female","Black",48401,"(32.110433, -94.765421)"
"Sabine County",451.9,"Female","Black",48403,"(31.345641, -93.850026)"
"San Augustine County",420.9,"Female","Black",48405,"(31.399034, -94.170321)"
"San Jacinto County",358.9,"Female","Black",48407,"(30.583279, -95.168748)"
"San Patricio County",251.6,"Female","Black",48409,"(28.003671, -97.511283)"
"San Saba County",NA,"Female","Black",48411,"(31.158407, -98.817279)"
"Schleicher County",NA,"Female","Black",48413,"(30.892459, -100.537075)"
"Scurry County",NA,"Female","Black",48415,"(32.73961, -100.917806)"
"Shackelford County",NA,"Female","Black",48417,"(32.739298, -99.355198)"
"Shelby County",417.2,"Female","Black",48419,"(31.794184, -94.142352)"
"Sherman County",NA,"Female","Black",48421,"(36.272059, -101.893541)"
"Smith County",415.5,"Female","Black",48423,"(32.377685, -95.270483)"
"Waller County",378.9,"Female","Black",48473,"(30.012818, -95.994394)"
"Somervell County",NA,"Female","Black",48425,"(32.226978, -97.772446)"
"Starr County",NA,"Female","Black",48427,"(26.565759, -98.749657)"
"Stephens County",NA,"Female","Black",48429,"(32.737809, -98.833384)"
"Stonewall County",NA,"Female","Black",48433,"(33.175961, -100.255465)"
"Sutton County",NA,"Female","Black",48435,"(30.493286, -100.538026)"
"Swisher County",NA,"Female","Black",48437,"(34.530892, -101.731801)"
"Tarrant County",294.3,"Female","Black",48439,"(32.776215, -97.286653)"
"Taylor County",470.1,"Female","Black",48441,"(32.301345, -99.892274)"
"Terrell County",NA,"Female","Black",48443,"(30.233267, -102.079592)"
"Terry County",522,"Female","Black",48445,"(33.170742, -102.331846)"
"Throckmorton County",NA,"Female","Black",48447,"(33.178779, -99.208866)"
"Titus County",399.7,"Female","Black",48449,"(33.221409, -94.964483)"
"Tom Green County",NA,"Female","Black",48451,"(31.407797, -100.464066)"
"Travis County",278.5,"Female","Black",48453,"(30.334783, -97.788007)"
"Trinity County",324.8,"Female","Black",48455,"(31.092163, -95.136108)"
"Tyler County",440.1,"Female","Black",48457,"(30.770293, -94.374849)"
"Upshur County",397,"Female","Black",48459,"(32.741323, -94.944141)"
"Upton County",518.2,"Female","Black",48461,"(31.371874, -102.037382)"
"Uvalde County",NA,"Female","Black",48463,"(29.359795, -99.763448)"
"Val Verde County",NA,"Female","Black",48465,"(29.893424, -101.148194)"
"Van Zandt County",435.2,"Female","Black",48467,"(32.569053, -95.835594)"
"Victoria County",434.6,"Female","Black",48469,"(28.795155, -96.973428)"
"Walker County",318.5,"Female","Black",48471,"(30.747205, -95.574661)"
"Texas",274.3,"Female","White",48,"(31.4906, -99.3517)"
"Ward County",495.6,"Female","Black",48475,"(31.514446, -103.100004)"
"Washington County",463,"Female","Black",48477,"(30.220468, -96.406738)"
"Webb County",NA,"Female","Black",48479,"(27.762264, -99.337447)"
"Wharton County",259.1,"Female","Black",48481,"(29.277618, -96.231817)"
"Wheeler County",NA,"Female","Black",48483,"(35.40249, -100.269358)"
"Wichita County",367.8,"Female","Black",48485,"(33.985825, -98.702083)"
"Wilbarger County",377.4,"Female","Black",48487,"(34.078681, -99.241511)"
"Willacy County",NA,"Female","Black",48489,"(26.471276, -97.682383)"
"Williamson County",244.4,"Female","Black",48491,"(30.65376, -97.600993)"
"Wilson County",312.2,"Female","Black",48493,"(29.176604, -98.093519)"
"Winkler County",473.4,"Female","Black",48495,"(31.850587, -103.053204)"
"Wise County",273.6,"Female","Black",48497,"(33.218652, -97.652229)"
"Wood County",413.6,"Female","Black",48499,"(32.790863, -95.380149)"
"Yoakum County",NA,"Female","Black",48501,"(33.165632, -102.816631)"
"Young County",NA,"Female","Black",48503,"(33.176675, -98.684821)"
"Zapata County",NA,"Female","Black",48505,"(27.000684, -99.174828)"
"Zavala County",NA,"Female","Black",48507,"(28.866334, -99.76174)"
"Anderson County",240.5,"Male","Hispanic",48001,"(31.818582, -95.653925)"
"Andrews County",281,"Male","Hispanic",48003,"(32.302021, -102.632247)"
"Angelina County",225.2,"Male","Hispanic",48005,"(31.258117, -94.613734)"
"Aransas County",448.1,"Male","Hispanic",48007,"(28.120937, -96.991962)"
"Archer County",285.9,"Male","Hispanic",48009,"(33.617932, -98.683651)"
"Armstrong County",NA,"Male","Hispanic",48011,"(34.965465, -101.357628)"
"Atascosa County",436.5,"Male","Hispanic",48013,"(28.888644, -98.530393)"
"Austin County",237.1,"Male","Hispanic",48015,"(29.88676, -96.2835)"
"Bailey County",381.9,"Male","Hispanic",48017,"(34.067759, -102.819187)"
"Bandera County",406.4,"Male","Hispanic",48019,"(29.754297, -99.258457)"
"Bastrop County",240.4,"Male","Hispanic",48021,"(30.105996, -97.319446)"
"Baylor County",375,"Male","Hispanic",48023,"(33.615467, -99.209649)"
"Bee County",461.9,"Male","Hispanic",48025,"(28.411146, -97.743253)"
"Bell County",254,"Male","Hispanic",48027,"(31.045863, -97.482712)"
"Bexar County",413.2,"Male","Hispanic",48029,"(29.453009, -98.524606)"
"Blanco County",441.5,"Male","Hispanic",48031,"(30.272461, -98.397174)"
"Borden County",430,"Male","Hispanic",48033,"(32.73961, -101.432429)"
"Bosque County",317.5,"Male","Hispanic",48035,"(31.905356, -97.634677)"
"Bowie County",NA,"Male","Hispanic",48037,"(33.448664, -94.416258)"
"Brazoria County",259.7,"Male","Hispanic",48039,"(29.192432, -95.462105)"
"Brazos County",335.2,"Male","Hispanic",48041,"(30.670047, -96.301543)"
"Brewster County",311,"Male","Hispanic",48043,"(29.81452, -103.250155)"
"Briscoe County",NA,"Male","Hispanic",48045,"(34.529564, -101.208094)"
"Brooks County",571.1,"Male","Hispanic",48047,"(27.037142, -98.227611)"
"Brown County",484.1,"Male","Hispanic",48049,"(31.777174, -98.999606)"
"Burleson County",397.9,"Male","Hispanic",48051,"(30.499639, -96.621876)"
"Burnet County",207.7,"Male","Hispanic",48053,"(30.797542, -98.182888)"
"Caldwell County",266.3,"Male","Hispanic",48055,"(29.840307, -97.629289)"
"Calhoun County",405.1,"Male","Hispanic",48057,"(28.470103, -96.645264)"
"Callahan County",432.7,"Male","Hispanic",48059,"(32.303606, -99.373446)"
"Cameron County",390.8,"Male","Hispanic",48061,"(26.133588, -97.544803)"
"Cass County",NA,"Male","Hispanic",48067,"(33.080237, -94.34325)"
"Castro County",322,"Male","Hispanic",48069,"(34.530548, -102.257559)"
"Chambers County",267,"Male","Hispanic",48071,"(29.745536, -94.609789)"
"Cherokee County",468.5,"Male","Hispanic",48073,"(31.84112, -95.168269)"
"Clay County",267.2,"Male","Hispanic",48077,"(33.784654, -98.205065)"
"Cochran County",411.6,"Male","Hispanic",48079,"(33.601838, -102.818093)"
"Coke County",282.3,"Male","Hispanic",48081,"(31.89263, -100.527805)"
"Coleman County",464.6,"Male","Hispanic",48083,"(31.776377, -99.45247)"
"Collin County",152.7,"Male","Hispanic",48085,"(33.190918, -96.565087)"
"Colorado County",398.8,"Male","Hispanic",48089,"(29.621338, -96.533325)"
"Comal County",367.8,"Male","Hispanic",48091,"(29.812207, -98.289011)"
"Comanche County",678.5,"Male","Hispanic",48093,"(31.95219, -98.561002)"
"Concho County",482.8,"Male","Hispanic",48095,"(31.329231, -99.863384)"
"Cooke County",138.1,"Male","Hispanic",48097,"(33.641809, -97.204001)"
"Coryell County",345.4,"Male","Hispanic",48099,"(31.395079, -97.800221)"
"Cottle County",NA,"Male","Hispanic",48101,"(34.081151, -100.284343)"
"Crane County",411.2,"Male","Hispanic",48103,"(31.43088, -102.511613)"
"Crockett County",275.9,"Male","Hispanic",48105,"(30.727957, -101.413014)"
