"County","DeathCount","Gender","Race_Ethnicity","LocationID","LatLong"
"Willacy County",227.5,"Female","Hispanic",48489,"(26.471276, -97.682383)"
"Williamson County",126.6,"Female","Hispanic",48491,"(30.65376, -97.600993)"
"Wilson County",250.9,"Female","Hispanic",48493,"(29.176604, -98.093519)"
"Winkler County",280.4,"Female","Hispanic",48495,"(31.850587, -103.053204)"
"Wise County",136.7,"Female","Hispanic",48497,"(33.218652, -97.652229)"
"Wood County",110.3,"Female","Hispanic",48499,"(32.790863, -95.380149)"
"Yoakum County",177.6,"Female","Hispanic",48501,"(33.165632, -102.816631)"
"Zapata County",254.7,"Female","Hispanic",48505,"(27.000684, -99.174828)"
"Zavala County",286.9,"Female","Hispanic",48507,"(28.866334, -99.76174)"
"Texas",440.2,"Male","White",48,"(31.4906, -99.3517)"
"Texas",534.2,"Male","Black",48,"(31.4906, -99.3517)"
"Texas",343.9,"Female","Black",48,"(31.4906, -99.3517)"
"Anderson County",NA,"Male","American Indian and Alaskan Native",48001,"(31.818582, -95.653925)"
"Andrews County",NA,"Male","American Indian and Alaskan Native",48003,"(32.302021, -102.632247)"
"Angelina County",NA,"Male","American Indian and Alaskan Native",48005,"(31.258117, -94.613734)"
"Aransas County",NA,"Male","American Indian and Alaskan Native",48007,"(28.120937, -96.991962)"
"Archer County",NA,"Male","American Indian and Alaskan Native",48009,"(33.617932, -98.683651)"
"Armstrong County",NA,"Male","American Indian and Alaskan Native",48011,"(34.965465, -101.357628)"
"Atascosa County",NA,"Male","American Indian and Alaskan Native",48013,"(28.888644, -98.530393)"
"Austin County",NA,"Male","American Indian and Alaskan Native",48015,"(29.88676, -96.2835)"
"Bailey County",NA,"Male","American Indian and Alaskan Native",48017,"(34.067759, -102.819187)"
"Bandera County",NA,"Male","American Indian and Alaskan Native",48019,"(29.754297, -99.258457)"
"Bastrop County",NA,"Male","American Indian and Alaskan Native",48021,"(30.105996, -97.319446)"
"Baylor County",NA,"Male","American Indian and Alaskan Native",48023,"(33.615467, -99.209649)"
"Bee County",NA,"Male","American Indian and Alaskan Native",48025,"(28.411146, -97.743253)"
"Bell County",NA,"Male","American Indian and Alaskan Native",48027,"(31.045863, -97.482712)"
"Bexar County",NA,"Male","American Indian and Alaskan Native",48029,"(29.453009, -98.524606)"
"Blanco County",NA,"Male","American Indian and Alaskan Native",48031,"(30.272461, -98.397174)"
"Borden County",NA,"Male","American Indian and Alaskan Native",48033,"(32.73961, -101.432429)"
"Bosque County",NA,"Male","American Indian and Alaskan Native",48035,"(31.905356, -97.634677)"
"Bowie County",NA,"Male","American Indian and Alaskan Native",48037,"(33.448664, -94.416258)"
"Brazoria County",NA,"Male","American Indian and Alaskan Native",48039,"(29.192432, -95.462105)"
"Brazos County",NA,"Male","American Indian and Alaskan Native",48041,"(30.670047, -96.301543)"
"Brewster County",NA,"Male","American Indian and Alaskan Native",48043,"(29.81452, -103.250155)"
"Briscoe County",NA,"Male","American Indian and Alaskan Native",48045,"(34.529564, -101.208094)"
"Brooks County",NA,"Male","American Indian and Alaskan Native",48047,"(27.037142, -98.227611)"
"Brown County",NA,"Male","American Indian and Alaskan Native",48049,"(31.777174, -98.999606)"
"Burleson County",NA,"Male","American Indian and Alaskan Native",48051,"(30.499639, -96.621876)"
"Burnet County",NA,"Male","American Indian and Alaskan Native",48053,"(30.797542, -98.182888)"
"Caldwell County",NA,"Male","American Indian and Alaskan Native",48055,"(29.840307, -97.629289)"
"Calhoun County",NA,"Male","American Indian and Alaskan Native",48057,"(28.470103, -96.645264)"
"Callahan County",NA,"Male","American Indian and Alaskan Native",48059,"(32.303606, -99.373446)"
"Cameron County",NA,"Male","American Indian and Alaskan Native",48061,"(26.133588, -97.544803)"
"Camp County",NA,"Male","American Indian and Alaskan Native",48063,"(32.981536, -94.975645)"
"Carson County",NA,"Male","American Indian and Alaskan Native",48065,"(35.403924, -101.35697)"
"Cass County",NA,"Male","American Indian and Alaskan Native",48067,"(33.080237, -94.34325)"
"Castro County",NA,"Male","American Indian and Alaskan Native",48069,"(34.530548, -102.257559)"
"Chambers County",NA,"Male","American Indian and Alaskan Native",48071,"(29.745536, -94.609789)"
"Cherokee County",NA,"Male","American Indian and Alaskan Native",48073,"(31.84112, -95.168269)"
"Childress County",NA,"Male","American Indian and Alaskan Native",48075,"(34.529714, -100.208556)"
"Clay County",NA,"Male","American Indian and Alaskan Native",48077,"(33.784654, -98.205065)"
"Cochran County",NA,"Male","American Indian and Alaskan Native",48079,"(33.601838, -102.818093)"
"Coke County",NA,"Male","American Indian and Alaskan Native",48081,"(31.89263, -100.527805)"
"Coleman County",NA,"Male","American Indian and Alaskan Native",48083,"(31.776377, -99.45247)"
"Collingsworth County",NA,"Male","American Indian and Alaskan Native",48087,"(34.963311, -100.268348)"
"Colorado County",NA,"Male","American Indian and Alaskan Native",48089,"(29.621338, -96.533325)"
"Comal County",NA,"Male","American Indian and Alaskan Native",48091,"(29.812207, -98.289011)"
"Comanche County",NA,"Male","American Indian and Alaskan Native",48093,"(31.95219, -98.561002)"
"Concho County",NA,"Male","American Indian and Alaskan Native",48095,"(31.329231, -99.863384)"
"Cooke County",NA,"Male","American Indian and Alaskan Native",48097,"(33.641809, -97.204001)"
"Coryell County",NA,"Male","American Indian and Alaskan Native",48099,"(31.395079, -97.800221)"
"Cottle County",NA,"Male","American Indian and Alaskan Native",48101,"(34.081151, -100.284343)"
"Crane County",NA,"Male","American Indian and Alaskan Native",48103,"(31.43088, -102.511613)"
"Crockett County",NA,"Male","American Indian and Alaskan Native",48105,"(30.727957, -101.413014)"
"Crosby County",NA,"Male","American Indian and Alaskan Native",48107,"(33.612984, -101.303773)"
"Culberson County",NA,"Male","American Indian and Alaskan Native",48109,"(31.457503, -104.516424)"
"Dallam County",NA,"Male","American Indian and Alaskan Native",48111,"(36.272944, -102.596539)"
"Dallas County",184.3,"Male","American Indian and Alaskan Native",48113,"(32.773775, -96.773226)"
"Dawson County",NA,"Male","American Indian and Alaskan Native",48115,"(32.739263, -101.945821)"
"Deaf Smith County",NA,"Male","American Indian and Alaskan Native",48117,"(34.964992, -102.595958)"
"Delta County",NA,"Male","American Indian and Alaskan Native",48119,"(33.388888, -95.66343)"
"Denton County",140.3,"Male","American Indian and Alaskan Native",48121,"(33.209951, -97.11254)"
"DeWitt County",NA,"Male","American Indian and Alaskan Native",48123,"(29.085185, -97.361764)"
"Dickens County",NA,"Male","American Indian and Alaskan Native",48125,"(33.613871, -100.782481)"
"Dimmit County",NA,"Male","American Indian and Alaskan Native",48127,"(28.422438, -99.751303)"
"Donley County",NA,"Male","American Indian and Alaskan Native",48129,"(34.964522, -100.813885)"
"Duval County",NA,"Male","American Indian and Alaskan Native",48131,"(27.686159, -98.514196)"
"Eastland County",NA,"Male","American Indian and Alaskan Native",48133,"(32.332842, -98.832027)"
"Ector County",NA,"Male","American Indian and Alaskan Native",48135,"(31.869514, -102.545049)"
"Edwards County",NA,"Male","American Indian and Alaskan Native",48137,"(29.981162, -100.305712)"
"El Paso County",NA,"Male","American Indian and Alaskan Native",48141,"(31.775248, -106.244989)"
"Erath County",NA,"Male","American Indian and Alaskan Native",48143,"(32.240439, -98.21503)"
"Falls County",NA,"Male","American Indian and Alaskan Native",48145,"(31.258898, -96.935139)"
"Fannin County",301.1,"Male","American Indian and Alaskan Native",48147,"(33.596707, -96.101851)"
"Fayette County",NA,"Male","American Indian and Alaskan Native",48149,"(29.883069, -96.927656)"
"Fisher County",NA,"Male","American Indian and Alaskan Native",48151,"(32.740514, -100.404855)"
"Floyd County",NA,"Male","American Indian and Alaskan Native",48153,"(34.072796, -101.305009)"
"Foard County",NA,"Male","American Indian and Alaskan Native",48155,"(33.973911, -99.781641)"
"Fort Bend County",NA,"Male","American Indian and Alaskan Native",48157,"(29.53311, -95.773761)"
"Franklin County",NA,"Male","American Indian and Alaskan Native",48159,"(33.183302, -95.215584)"
"Freestone County",NA,"Male","American Indian and Alaskan Native",48161,"(31.711473, -96.149515)"
"Frio County",NA,"Male","American Indian and Alaskan Native",48163,"(28.865095, -99.110262)"
"Gaines County",NA,"Male","American Indian and Alaskan Native",48165,"(32.735901, -102.629158)"
"Galveston County",NA,"Male","American Indian and Alaskan Native",48167,"(29.406798, -94.955315)"
"Garza County",NA,"Male","American Indian and Alaskan Native",48169,"(33.172933, -101.302538)"
"Gillespie County",NA,"Male","American Indian and Alaskan Native",48171,"(30.324468, -98.949262)"
"Glasscock County",NA,"Male","American Indian and Alaskan Native",48173,"(31.871895, -101.521498)"
"Goliad County",NA,"Male","American Indian and Alaskan Native",48175,"(28.653769, -97.427707)"
"Gonzales County",NA,"Male","American Indian and Alaskan Native",48177,"(29.460268, -97.498962)"
"Gray County",NA,"Male","American Indian and Alaskan Native",48179,"(35.403598, -100.813885)"
"Grayson County",78.9,"Male","American Indian and Alaskan Native",48181,"(33.629885, -96.670432)"
"Gregg County",NA,"Male","American Indian and Alaskan Native",48183,"(32.47925, -94.816827)"
"Grimes County",NA,"Male","American Indian and Alaskan Native",48185,"(30.550013, -95.987077)"
"Guadalupe County",NA,"Male","American Indian and Alaskan Native",48187,"(29.586354, -97.955007)"
"Hale County",NA,"Male","American Indian and Alaskan Native",48189,"(34.07355, -101.824583)"
"Hall County",NA,"Male","American Indian and Alaskan Native",48191,"(34.530892, -100.682762)"
"Hamilton County",NA,"Male","American Indian and Alaskan Native",48193,"(31.709702, -98.105626)"
"Hansford County",NA,"Male","American Indian and Alaskan Native",48195,"(36.272685, -101.354268)"
"Hardeman County",NA,"Male","American Indian and Alaskan Native",48197,"(34.291164, -99.747749)"
"Hardin County",NA,"Male","American Indian and Alaskan Native",48199,"(30.332636, -94.390874)"
"Harris County",95.8,"Male","American Indian and Alaskan Native",48201,"(29.861852, -95.396028)"
"Harrison County",NA,"Male","American Indian and Alaskan Native",48203,"(32.546804, -94.369614)"
"Hartley County",NA,"Male","American Indian and Alaskan Native",48205,"(35.839507, -102.595685)"
"Haskell County",NA,"Male","American Indian and Alaskan Native",48207,"(33.178429, -99.728483)"
"Hays County",NA,"Male","American Indian and Alaskan Native",48209,"(30.053491, -98.039671)"
"Hemphill County",NA,"Male","American Indian and Alaskan Native",48211,"(35.839372, -100.269797)"
"Henderson County",NA,"Male","American Indian and Alaskan Native",48213,"(32.217069, -95.849923)"
"Hidalgo County",NA,"Male","American Indian and Alaskan Native",48215,"(26.401894, -98.191207)"
"Hill County",NA,"Male","American Indian and Alaskan Native",48217,"(31.999269, -97.132724)"
"Hockley County",NA,"Male","American Indian and Alaskan Native",48219,"(33.611216, -102.338)"
"Hood County",NA,"Male","American Indian and Alaskan Native",48221,"(32.432427, -97.829824)"
"Hopkins County",NA,"Male","American Indian and Alaskan Native",48223,"(33.153071, -95.561345)"
"Houston County",NA,"Male","American Indian and Alaskan Native",48225,"(31.324204, -95.42149)"
"Howard County",NA,"Male","American Indian and Alaskan Native",48227,"(32.30616, -101.435127)"
"Hudspeth County",NA,"Male","American Indian and Alaskan Native",48229,"(31.458315, -105.390813)"
"Hunt County",NA,"Male","American Indian and Alaskan Native",48231,"(33.127424, -96.078751)"
"Hutchinson County",NA,"Male","American Indian and Alaskan Native",48233,"(35.841282, -101.353978)"
"Irion County",NA,"Male","American Indian and Alaskan Native",48235,"(31.307685, -100.981592)"
"Jack County",NA,"Male","American Indian and Alaskan Native",48237,"(33.235266, -98.170181)"
"Jackson County",NA,"Male","American Indian and Alaskan Native",48239,"(28.947688, -96.577005)"
"Jasper County",NA,"Male","American Indian and Alaskan Native",48241,"(30.747838, -94.023567)"
"Jeff Davis County",NA,"Male","American Indian and Alaskan Native",48243,"(30.716808, -104.142495)"
"Jefferson County",NA,"Male","American Indian and Alaskan Native",48245,"(29.884669, -94.176312)"
"Jim Hogg County",NA,"Male","American Indian and Alaskan Native",48247,"(27.049069, -98.707777)"
"Jim Wells County",NA,"Male","American Indian and Alaskan Native",48249,"(27.731824, -98.095607)"
"Johnson County",NA,"Male","American Indian and Alaskan Native",48251,"(32.383983, -97.366658)"
"Jones County",NA,"Male","American Indian and Alaskan Native",48253,"(32.740283, -99.881124)"
"Karnes County",NA,"Male","American Indian and Alaskan Native",48255,"(28.907883, -97.861794)"
"Kendall County",NA,"Male","American Indian and Alaskan Native",48259,"(29.94735, -98.719345)"
"Kenedy County",NA,"Male","American Indian and Alaskan Native",48261,"(26.92722, -97.729018)"
"Kent County",NA,"Male","American Indian and Alaskan Native",48263,"(33.173248, -100.783289)"
"Kerr County",NA,"Male","American Indian and Alaskan Native",48265,"(30.067209, -99.352759)"
"Kimble County",NA,"Male","American Indian and Alaskan Native",48267,"(30.48811, -99.749908)"
"King County",NA,"Male","American Indian and Alaskan Native",48269,"(33.616046, -100.259276)"
"Kinney County",NA,"Male","American Indian and Alaskan Native",48271,"(29.348653, -100.420371)"
"Kleberg County",NA,"Male","American Indian and Alaskan Native",48273,"(27.43916, -97.733262)"
"Knox County",NA,"Male","American Indian and Alaskan Native",48275,"(33.60522, -99.74123)"
"Lamar County",692.2,"Male","American Indian and Alaskan Native",48277,"(33.671811, -95.56629)"
"Lamb County",NA,"Male","American Indian and Alaskan Native",48279,"(34.071557, -102.347073)"
"Lampasas County",NA,"Male","American Indian and Alaskan Native",48281,"(31.201367, -98.244976)"
"La Salle County",NA,"Male","American Indian and Alaskan Native",48283,"(28.343008, -99.100944)"
"Lavaca County",NA,"Male","American Indian and Alaskan Native",48285,"(29.386516, -96.935619)"
"Lee County",NA,"Male","American Indian and Alaskan Native",48287,"(30.318842, -96.972498)"
"Leon County",NA,"Male","American Indian and Alaskan Native",48289,"(31.302035, -95.994996)"
"Liberty County",NA,"Male","American Indian and Alaskan Native",48291,"(30.155052, -94.81795)"
"Limestone County",NA,"Male","American Indian and Alaskan Native",48293,"(31.55385, -96.581945)"
"Lipscomb County",NA,"Male","American Indian and Alaskan Native",48295,"(36.274267, -100.272783)"
"Live Oak County",NA,"Male","American Indian and Alaskan Native",48297,"(28.35048, -98.129854)"
"Llano County",NA,"Male","American Indian and Alaskan Native",48299,"(30.710191, -98.681978)"
"Loving County",NA,"Male","American Indian and Alaskan Native",48301,"(31.856645, -103.584539)"
"Lubbock County",NA,"Male","American Indian and Alaskan Native",48303,"(33.613697, -101.820878)"
"Lynn County",NA,"Male","American Indian and Alaskan Native",48305,"(33.172235, -101.817157)"
"McCulloch County",NA,"Male","American Indian and Alaskan Native",48307,"(31.200207, -99.34505)"
"McLennan County",NA,"Male","American Indian and Alaskan Native",48309,"(31.557737, -97.200857)"
"McMullen County",NA,"Male","American Indian and Alaskan Native",48311,"(28.349934, -98.573623)"
"Madison County",NA,"Male","American Indian and Alaskan Native",48313,"(30.973659, -95.926008)"
"Marion County",NA,"Male","American Indian and Alaskan Native",48315,"(32.799676, -94.36013)"
"Martin County",NA,"Male","American Indian and Alaskan Native",48317,"(32.306634, -101.952)"
"Mason County",NA,"Male","American Indian and Alaskan Native",48319,"(30.722288, -99.224221)"
"Matagorda County",NA,"Male","American Indian and Alaskan Native",48321,"(28.870504, -95.987045)"
"Maverick County",NA,"Male","American Indian and Alaskan Native",48323,"(28.741641, -100.315886)"
"Medina County",NA,"Male","American Indian and Alaskan Native",48325,"(29.357539, -99.11094)"
"Menard County",NA,"Male","American Indian and Alaskan Native",48327,"(30.893596, -99.820244)"
"Midland County",NA,"Male","American Indian and Alaskan Native",48329,"(31.870648, -102.032206)"
"Milam County",NA,"Male","American Indian and Alaskan Native",48331,"(30.796601, -96.980023)"
"Mills County",NA,"Male","American Indian and Alaskan Native",48333,"(31.50143, -98.592878)"
"Mitchell County",NA,"Male","American Indian and Alaskan Native",48335,"(32.306972, -100.919542)"
"Montague County",NA,"Male","American Indian and Alaskan Native",48337,"(33.677183, -97.721643)"
"Montgomery County",NA,"Male","American Indian and Alaskan Native",48339,"(30.305575, -95.50759)"
"Moore County",NA,"Male","American Indian and Alaskan Native",48341,"(35.840361, -101.892621)"
"Morris County",NA,"Male","American Indian and Alaskan Native",48343,"(33.124358, -94.735835)"
"Motley County",NA,"Male","American Indian and Alaskan Native",48345,"(34.077396, -100.784437)"
"Nacogdoches County",NA,"Male","American Indian and Alaskan Native",48347,"(31.619589, -94.617305)"
"Navarro County",NA,"Male","American Indian and Alaskan Native",48349,"(32.056032, -96.470082)"
"Newton County",NA,"Male","American Indian and Alaskan Native",48351,"(30.785381, -93.743083)"
"Nolan County",NA,"Male","American Indian and Alaskan Native",48353,"(32.303967, -100.410557)"
"Nueces County",NA,"Male","American Indian and Alaskan Native",48355,"(27.726025, -97.635938)"
"Ochiltree County",NA,"Male","American Indian and Alaskan Native",48357,"(36.272365, -100.815124)"
"Oldham County",NA,"Male","American Indian and Alaskan Native",48359,"(35.401172, -102.591559)"
"Orange County",NA,"Male","American Indian and Alaskan Native",48361,"(30.127906, -93.895247)"
"Palo Pinto County",NA,"Male","American Indian and Alaskan Native",48363,"(32.756222, -98.306908)"
"Panola County",NA,"Male","American Indian and Alaskan Native",48365,"(32.160728, -94.303631)"
"Parker County",NA,"Male","American Indian and Alaskan Native",48367,"(32.779165, -97.799359)"
"Parmer County",NA,"Male","American Indian and Alaskan Native",48369,"(34.528624, -102.773467)"
"Pecos County",NA,"Male","American Indian and Alaskan Native",48371,"(30.786084, -102.731631)"
"Polk County",NA,"Male","American Indian and Alaskan Native",48373,"(30.794672, -94.830263)"
"Potter County",NA,"Male","American Indian and Alaskan Native",48375,"(35.405302, -101.891389)"
"Presidio County",NA,"Male","American Indian and Alaskan Native",48377,"(30.000968, -104.235765)"
"Rains County",NA,"Male","American Indian and Alaskan Native",48379,"(32.873701, -95.786222)"
"Randall County",NA,"Male","American Indian and Alaskan Native",48381,"(34.965684, -101.897576)"
"Reagan County",NA,"Male","American Indian and Alaskan Native",48383,"(31.370691, -101.522099)"
"Real County",NA,"Male","American Indian and Alaskan Native",48385,"(29.838543, -99.830097)"
"Red River County",487.3,"Male","American Indian and Alaskan Native",48387,"(33.627931, -95.045537)"
"Reeves County",NA,"Male","American Indian and Alaskan Native",48389,"(31.328736, -103.692762)"
"Refugio County",NA,"Male","American Indian and Alaskan Native",48391,"(28.32063, -97.160159)"
"Roberts County",NA,"Male","American Indian and Alaskan Native",48393,"(35.841866, -100.815135)"
"Robertson County",NA,"Male","American Indian and Alaskan Native",48395,"(31.034375, -96.513682)"
"Runnels County",NA,"Male","American Indian and Alaskan Native",48399,"(31.834649, -99.975376)"
"Rusk County",NA,"Male","American Indian and Alaskan Native",48401,"(32.110433, -94.765421)"
"Sabine County",NA,"Male","American Indian and Alaskan Native",48403,"(31.345641, -93.850026)"
"San Augustine County",NA,"Male","American Indian and Alaskan Native",48405,"(31.399034, -94.170321)"
"San Jacinto County",NA,"Male","American Indian and Alaskan Native",48407,"(30.583279, -95.168748)"
"San Patricio County",NA,"Male","American Indian and Alaskan Native",48409,"(28.003671, -97.511283)"
"San Saba County",NA,"Male","American Indian and Alaskan Native",48411,"(31.158407, -98.817279)"
"Schleicher County",NA,"Male","American Indian and Alaskan Native",48413,"(30.892459, -100.537075)"
"Scurry County",NA,"Male","American Indian and Alaskan Native",48415,"(32.73961, -100.917806)"
"Shackelford County",NA,"Male","American Indian and Alaskan Native",48417,"(32.739298, -99.355198)"
"Shelby County",NA,"Male","American Indian and Alaskan Native",48419,"(31.794184, -94.142352)"
"Sherman County",NA,"Male","American Indian and Alaskan Native",48421,"(36.272059, -101.893541)"
"Smith County",NA,"Male","American Indian and Alaskan Native",48423,"(32.377685, -95.270483)"
"Somervell County",NA,"Male","American Indian and Alaskan Native",48425,"(32.226978, -97.772446)"
"Starr County",NA,"Male","American Indian and Alaskan Native",48427,"(26.565759, -98.749657)"
"Stephens County",NA,"Male","American Indian and Alaskan Native",48429,"(32.737809, -98.833384)"
"Sterling County",NA,"Male","American Indian and Alaskan Native",48431,"(31.833036, -101.051409)"
"Stonewall County",NA,"Male","American Indian and Alaskan Native",48433,"(33.175961, -100.255465)"
"Sutton County",NA,"Male","American Indian and Alaskan Native",48435,"(30.493286, -100.538026)"
"Swisher County",NA,"Male","American Indian and Alaskan Native",48437,"(34.530892, -101.731801)"
"Tarrant County",131.4,"Male","American Indian and Alaskan Native",48439,"(32.776215, -97.286653)"
"Taylor County",NA,"Male","American Indian and Alaskan Native",48441,"(32.301345, -99.892274)"
"Terrell County",NA,"Male","American Indian and Alaskan Native",48443,"(30.233267, -102.079592)"
"Terry County",NA,"Male","American Indian and Alaskan Native",48445,"(33.170742, -102.331846)"
"Throckmorton County",NA,"Male","American Indian and Alaskan Native",48447,"(33.178779, -99.208866)"
"Titus County",NA,"Male","American Indian and Alaskan Native",48449,"(33.221409, -94.964483)"
"Tom Green County",NA,"Male","American Indian and Alaskan Native",48451,"(31.407797, -100.464066)"
"Travis County",NA,"Male","American Indian and Alaskan Native",48453,"(30.334783, -97.788007)"
"Trinity County",NA,"Male","American Indian and Alaskan Native",48455,"(31.092163, -95.136108)"
"Tyler County",NA,"Male","American Indian and Alaskan Native",48457,"(30.770293, -94.374849)"
"Upshur County",NA,"Male","American Indian and Alaskan Native",48459,"(32.741323, -94.944141)"
"Upton County",NA,"Male","American Indian and Alaskan Native",48461,"(31.371874, -102.037382)"
"Uvalde County",NA,"Male","American Indian and Alaskan Native",48463,"(29.359795, -99.763448)"
"Val Verde County",NA,"Male","American Indian and Alaskan Native",48465,"(29.893424, -101.148194)"
"Van Zandt County",NA,"Male","American Indian and Alaskan Native",48467,"(32.569053, -95.835594)"
"Victoria County",NA,"Male","American Indian and Alaskan Native",48469,"(28.795155, -96.973428)"
"Walker County",NA,"Male","American Indian and Alaskan Native",48471,"(30.747205, -95.574661)"
"Waller County",NA,"Male","American Indian and Alaskan Native",48473,"(30.012818, -95.994394)"
"Ward County",NA,"Male","American Indian and Alaskan Native",48475,"(31.514446, -103.100004)"
"Washington County",NA,"Male","American Indian and Alaskan Native",48477,"(30.220468, -96.406738)"
"Webb County",NA,"Male","American Indian and Alaskan Native",48479,"(27.762264, -99.337447)"
"Wharton County",NA,"Male","American Indian and Alaskan Native",48481,"(29.277618, -96.231817)"
"Wheeler County",NA,"Male","American Indian and Alaskan Native",48483,"(35.40249, -100.269358)"
"Wichita County",NA,"Male","American Indian and Alaskan Native",48485,"(33.985825, -98.702083)"
"Wilbarger County",NA,"Male","American Indian and Alaskan Native",48487,"(34.078681, -99.241511)"
"Willacy County",NA,"Male","American Indian and Alaskan Native",48489,"(26.471276, -97.682383)"
"Williamson County",NA,"Male","American Indian and Alaskan Native",48491,"(30.65376, -97.600993)"
"Wilson County",NA,"Male","American Indian and Alaskan Native",48493,"(29.176604, -98.093519)"
"Winkler County",NA,"Male","American Indian and Alaskan Native",48495,"(31.850587, -103.053204)"
"Wise County",NA,"Male","American Indian and Alaskan Native",48497,"(33.218652, -97.652229)"
"Wood County",NA,"Male","American Indian and Alaskan Native",48499,"(32.790863, -95.380149)"
"Yoakum County",NA,"Male","American Indian and Alaskan Native",48501,"(33.165632, -102.816631)"
"Young County",NA,"Male","American Indian and Alaskan Native",48503,"(33.176675, -98.684821)"
"Zapata County",NA,"Male","American Indian and Alaskan Native",48505,"(27.000684, -99.174828)"
"Zavala County",NA,"Male","American Indian and Alaskan Native",48507,"(28.866334, -99.76174)"
"Anderson County",NA,"Female","American Indian and Alaskan Native",48001,"(31.818582, -95.653925)"
"Andrews County",NA,"Female","American Indian and Alaskan Native",48003,"(32.302021, -102.632247)"
"Angelina County",NA,"Female","American Indian and Alaskan Native",48005,"(31.258117, -94.613734)"
"Aransas County",NA,"Female","American Indian and Alaskan Native",48007,"(28.120937, -96.991962)"
"Archer County",NA,"Female","American Indian and Alaskan Native",48009,"(33.617932, -98.683651)"
"Armstrong County",NA,"Female","American Indian and Alaskan Native",48011,"(34.965465, -101.357628)"
"Atascosa County",NA,"Female","American Indian and Alaskan Native",48013,"(28.888644, -98.530393)"
"Austin County",NA,"Female","American Indian and Alaskan Native",48015,"(29.88676, -96.2835)"
"Bailey County",NA,"Female","American Indian and Alaskan Native",48017,"(34.067759, -102.819187)"
"Bandera County",NA,"Female","American Indian and Alaskan Native",48019,"(29.754297, -99.258457)"
"Bastrop County",NA,"Female","American Indian and Alaskan Native",48021,"(30.105996, -97.319446)"
"Baylor County",NA,"Female","American Indian and Alaskan Native",48023,"(33.615467, -99.209649)"
"Bee County",NA,"Female","American Indian and Alaskan Native",48025,"(28.411146, -97.743253)"
"Bell County",NA,"Female","American Indian and Alaskan Native",48027,"(31.045863, -97.482712)"
"Bexar County",NA,"Female","American Indian and Alaskan Native",48029,"(29.453009, -98.524606)"
"Blanco County",NA,"Female","American Indian and Alaskan Native",48031,"(30.272461, -98.397174)"
"Borden County",NA,"Female","American Indian and Alaskan Native",48033,"(32.73961, -101.432429)"
"Bosque County",NA,"Female","American Indian and Alaskan Native",48035,"(31.905356, -97.634677)"
"Bowie County",NA,"Female","American Indian and Alaskan Native",48037,"(33.448664, -94.416258)"
"Brazoria County",NA,"Female","American Indian and Alaskan Native",48039,"(29.192432, -95.462105)"
"Brazos County",NA,"Female","American Indian and Alaskan Native",48041,"(30.670047, -96.301543)"
"Brewster County",NA,"Female","American Indian and Alaskan Native",48043,"(29.81452, -103.250155)"
"Briscoe County",NA,"Female","American Indian and Alaskan Native",48045,"(34.529564, -101.208094)"
"Brooks County",NA,"Female","American Indian and Alaskan Native",48047,"(27.037142, -98.227611)"
"Brown County",NA,"Female","American Indian and Alaskan Native",48049,"(31.777174, -98.999606)"
"Burleson County",NA,"Female","American Indian and Alaskan Native",48051,"(30.499639, -96.621876)"
"Burnet County",NA,"Female","American Indian and Alaskan Native",48053,"(30.797542, -98.182888)"
"Caldwell County",NA,"Female","American Indian and Alaskan Native",48055,"(29.840307, -97.629289)"
"Calhoun County",NA,"Female","American Indian and Alaskan Native",48057,"(28.470103, -96.645264)"
"Callahan County",NA,"Female","American Indian and Alaskan Native",48059,"(32.303606, -99.373446)"
"Cameron County",NA,"Female","American Indian and Alaskan Native",48061,"(26.133588, -97.544803)"
"Camp County",NA,"Female","American Indian and Alaskan Native",48063,"(32.981536, -94.975645)"
"Carson County",NA,"Female","American Indian and Alaskan Native",48065,"(35.403924, -101.35697)"
"Cass County",NA,"Female","American Indian and Alaskan Native",48067,"(33.080237, -94.34325)"
"Castro County",NA,"Female","American Indian and Alaskan Native",48069,"(34.530548, -102.257559)"
"Chambers County",NA,"Female","American Indian and Alaskan Native",48071,"(29.745536, -94.609789)"
"Cherokee County",NA,"Female","American Indian and Alaskan Native",48073,"(31.84112, -95.168269)"
"Childress County",NA,"Female","American Indian and Alaskan Native",48075,"(34.529714, -100.208556)"
"Clay County",NA,"Female","American Indian and Alaskan Native",48077,"(33.784654, -98.205065)"
"Cochran County",NA,"Female","American Indian and Alaskan Native",48079,"(33.601838, -102.818093)"
"Coke County",NA,"Female","American Indian and Alaskan Native",48081,"(31.89263, -100.527805)"
"Coleman County",NA,"Female","American Indian and Alaskan Native",48083,"(31.776377, -99.45247)"
"Collingsworth County",NA,"Female","American Indian and Alaskan Native",48087,"(34.963311, -100.268348)"
"Colorado County",NA,"Female","American Indian and Alaskan Native",48089,"(29.621338, -96.533325)"
"Comal County",NA,"Female","American Indian and Alaskan Native",48091,"(29.812207, -98.289011)"
"Comanche County",NA,"Female","American Indian and Alaskan Native",48093,"(31.95219, -98.561002)"
"Concho County",NA,"Female","American Indian and Alaskan Native",48095,"(31.329231, -99.863384)"
"Cooke County",NA,"Female","American Indian and Alaskan Native",48097,"(33.641809, -97.204001)"
"Coryell County",NA,"Female","American Indian and Alaskan Native",48099,"(31.395079, -97.800221)"
"Cottle County",NA,"Female","American Indian and Alaskan Native",48101,"(34.081151, -100.284343)"
